9,45.7708112413594,4.840685512251259,4054,1428061651000,1428298866000,419.11461582627487
9,45.77076656257713,4.840881110599536,3258,1428298876000,1428477238000,449.87460349767025
9,45.770639971187904,4.84062283564815,288,1428477248000,1428481651000,448.18534378886955
9,45.77091152201372,4.841131657608695,184,1428481877000,1428486339000,236.57944323485475
9,45.770900899895125,4.841094166666669,176,1428487156000,1428490948000,258.53950151550845
9,45.77085411910846,4.84110756159925,717,1428491085000,1428499740000,463.62565568761545
9,45.770777569089624,4.841002803712799,1221,1428500465000,1428529115000,438.17652036957435
9,45.77075915511008,4.840915660142897,1073,1428529198000,1428540014000,487.0504148247692
9,45.770679432247114,4.840672118249532,358,1428543554000,1428547231000,420.0367120653901
9,45.77070746417883,4.840801646132786,487,1428547241000,1428552172000,496.6241394714214
9,45.770760861940836,4.840790217236466,936,1428552182000,1428561655000,226.33354538704202
9,45.77072090779448,4.8407574765258214,426,1428561709000,1428565960000,462.6162644997418
9,45.77068724594715,4.840744610149938,1445,1428565970000,1428776709000,439.97609298384475
9,45.77094045950914,4.841257870988241,1049,1428776719000,1428788451000,432.4649119207765
9,45.77081368372296,4.840720433221421,3574,1428788461000,1428825198000,432.96345346303013
9,45.77079293893056,4.840758956330139,832,1428826115000,1428851215000,479.0645637690347
9,45.77083864463526,4.840918935843784,1195,1428851288000,1429225743000,461.65342810912244
9,45.770825455000775,4.840680057142856,700,1429225833000,1429233727000,472.8384592516578
9,45.7707991688636,4.84081459085778,1772,1429236854000,1429269402000,451.3594952006868
9,45.770890939885575,4.840675566847339,738,1429269563000,1429282636000,493.1902260925519
