"(28, 14)"
"(50, 36)"
"(38, 6)"
"(55, 14)"
"(48, 24)"
"(36, 34)"
"(30, 36)"
"(32, 29)"
"(14, 32)"
"(10, 50)"
"(36, 13)"
"(22, 40)"
"(13, 23)"
"(34, 32)"
"(10, 45)"
"(31, 34)"
"(34, 34)"
"(33, 51)"
"(55, 21)"
"(11, 29)"
"(41, 19)"
"(51, 44)"
"(13, 3)"
"(1, 42)"
"(51, 36)"
"(12, 14)"
"(52, 42)"
"(33, 23)"
"(22, 44)"
"(47, 41)"
"(10, 14)"
"(37, 42)"
"(35, 20)"
"(12, 32)"
"(33, 40)"
"(27, 10)"
"(35, 41)"
"(14, 5)"
"(54, 55)"
"(34, 2)"
"(23, 10)"
"(33, 18)"
"(27, 13)"
"(7, 49)"
"(28, 32)"
"(48, 30)"
"(42, 55)"
"(34, 8)"
"(23, 0)"
"(27, 43)"
"(29, 5)"
"(46, 17)"
"(22, 11)"
"(50, 34)"
"(38, 29)"
"(36, 7)"
"(1, 27)"
"(48, 39)"
"(1, 34)"
"(1, 53)"
"(7, 7)"
"(30, 11)"
"(48, 11)"
"(17, 8)"
"(16, 47)"
"(45, 35)"
"(12, 4)"
"(36, 30)"
"(35, 33)"
"(1, 11)"
"(35, 10)"
"(49, 44)"
"(9, 38)"
"(55, 46)"
"(39, 39)"
"(23, 16)"
"(30, 12)"
"(19, 40)"
"(21, 32)"
"(48, 18)"
"(34, 24)"
"(36, 22)"
"(42, 18)"
"(49, 7)"
"(45, 3)"
"(50, 27)"
"(25, 31)"
"(14, 42)"
"(49, 21)"
"(22, 38)"
"(0, 46)"
"(37, 33)"
"(52, 25)"
"(8, 29)"
"(25, 49)"
"(30, 31)"
"(16, 25)"
"(33, 13)"
"(30, 32)"
"(12, 7)"
