"(3, 0)"
"(2, 0)"
"(0, 6)"
"(5, 5)"
"(7, 3)"
"(1, 4)"
"(6, 1)"
"(7, 5)"
"(4, 7)"
"(7, 0)"
"(5, 0)"
"(3, 3)"
"(1, 0)"
"(1, 7)"
"(7, 6)"
"(5, 1)"
"(1, 5)"
"(3, 5)"
"(3, 2)"
"(0, 4)"
"(6, 0)"
"(2, 5)"
"(2, 4)"
"(1, 4)"
"(1, 7)"
"(4, 4)"
"(3, 6)"
"(0, 7)"
"(3, 0)"
"(6, 3)"
"(3, 5)"
"(1, 2)"
"(5, 5)"
"(0, 0)"
"(7, 6)"
"(0, 2)"
"(4, 5)"
"(2, 1)"
"(3, 2)"
"(0, 3)"
"(1, 5)"
"(7, 3)"
"(3, 2)"
"(1, 6)"
"(1, 2)"
"(4, 0)"
"(3, 0)"
"(4, 0)"
"(5, 2)"
"(5, 7)"
"(7, 3)"
"(7, 7)"
"(6, 3)"
"(0, 3)"
"(7, 6)"
"(6, 0)"
"(6, 4)"
"(2, 0)"
"(7, 2)"
"(4, 1)"
"(2, 0)"
"(7, 6)"
"(4, 1)"
"(4, 5)"
"(2, 6)"
"(3, 6)"
"(6, 5)"
"(2, 3)"
"(6, 6)"
"(0, 5)"
"(0, 7)"
"(0, 0)"
"(0, 2)"
"(4, 0)"
"(2, 3)"
"(5, 5)"
"(4, 4)"
"(4, 0)"
"(1, 5)"
"(3, 5)"
"(0, 5)"
"(0, 4)"
"(2, 2)"
"(2, 1)"
"(4, 1)"
"(6, 4)"
"(4, 4)"
"(6, 0)"
"(4, 3)"
"(6, 2)"
"(4, 1)"
"(2, 5)"
"(0, 3)"
"(3, 4)"
"(1, 4)"
"(6, 1)"
"(4, 7)"
"(7, 6)"
"(3, 3)"
"(3, 6)"
